pRetran,sMeanPktSz,SrcRetra,PCRatio,SrcWin,SrcLoss,DstRate,SrcLoad,Load,DstLoad,TcpRtt,Sum,AckDat,dTtl,Min,Max,pLoss,DstLoss,Loss,StdDev,Rate,SrcRate,IdleTime,Dur,SrcPkts,SrcGap,DstBytes,DstGap,sTtl,DstWin,TotPkts,DstPkts,Mean,SrcBytes,TotBytes,dMeanPktSz,DstRetra,SynAck,label
0.0,123.0,0.0,-0.0,62592.0,0.0,38.636395,31681.841797,193233.484375,161551.640625,0.078011,0.155294,0.077004,64.0,0.155294,0.155294,0.0,0.0,0.0,0.0,77.272789,32.196995,1721542656.0,0.155294,6.0,0.0,3658.0,0.0,62.0,31872.0,13.0,7.0,0.155294,738.0,4396.0,522.571411,0.0,0.001007,HTTP
0.0,114.285713,0.0,-0.0,62592.0,0.0,38.520554,35233.464844,225987.25,190753.78125,0.076923,0.155761,0.075879,64.0,0.155761,0.155761,0.0,0.0,0.0,0.0,83.461197,38.520554,1721542656.0,0.155761,7.0,0.0,4333.0,0.0,62.0,31872.0,14.0,7.0,0.155761,800.0,5133.0,619.0,0.0,0.001044,HTTP
0.0,115.0,0.0,-0.0,60672.0,0.0,51.804749,35745.277344,339476.53125,303731.25,0.076381,0.154426,0.075524,64.0,0.154426,0.154426,0.0,0.0,0.0,0.0,97.133904,38.853561,1721542656.0,0.154426,7.0,0.0,6595.0,0.0,62.0,31872.0,16.0,9.0,0.154426,805.0,7400.0,732.777771,0.0,0.000857,HTTP
0.0,121.666664,0.0,-0.0,64128.0,0.0,25.902374,31549.09375,87705.445312,56156.347656,0.076381,0.154426,0.075024,64.0,0.154426,0.154426,0.0,0.0,0.0,0.0,64.755936,32.377968,1721542656.0,0.154426,6.0,0.0,1355.0,0.0,62.0,31872.0,11.0,5.0,0.154426,730.0,2085.0,271.0,0.0,0.001357,HTTP
0.0,123.666664,0.0,-0.0,64128.0,0.0,25.818111,31962.822266,107506.617188,75543.796875,0.07677,0.15493,0.07677,64.0,0.15493,0.15493,0.0,0.0,0.0,0.0,64.54528,32.27264,1721542656.0,0.15493,6.0,0.0,1828.0,0.0,62.0,31872.0,11.0,5.0,0.15493,742.0,2570.0,365.600006,0.0,0.0,HTTP
0.0,115.0,0.0,-0.0,62592.0,0.0,43.443634,39968.140625,257128.375,217160.234375,0.07632,0.13811,0.075327,64.0,0.13811,0.13811,0.0,0.0,0.0,0.0,94.127869,43.443634,1721542656.0,0.13811,7.0,0.0,4373.0,0.0,62.0,31872.0,14.0,7.0,0.13811,805.0,5178.0,624.714294,0.0,0.000993,HTTP
0.0,122.833336,0.0,-0.0,62592.0,0.0,43.394302,35583.328125,236412.171875,200828.84375,0.061864,0.138267,0.061339,64.0,0.138267,0.138267,0.0,0.0,0.0,0.0,86.788605,36.161919,1721542656.0,0.138267,6.0,0.0,4049.0,0.0,62.0,31872.0,13.0,7.0,0.138267,737.0,4786.0,578.428589,0.0,0.000525,HTTP
0.0,132.199997,0.0,-0.0,64128.0,0.0,32.485725,34369.898438,79005.289062,44635.386719,0.059889,0.123131,0.059889,64.0,0.123131,0.123131,0.0,0.0,0.0,0.0,73.092888,32.485725,1721542656.0,0.123131,5.0,0.0,858.0,0.0,62.0,31872.0,10.0,5.0,0.123131,661.0,1519.0,171.600006,0.0,0.0,HTTP
0.0,130.333328,0.0,-0.0,63488.0,0.0,40.358707,42102.203125,186747.8125,144645.609375,0.061585,0.123889,0.061088,64.0,0.123889,0.123889,0.0,0.0,0.0,0.0,88.789162,40.358707,1721542656.0,0.123889,6.0,0.0,2687.0,0.0,62.0,31872.0,12.0,6.0,0.123889,782.0,3469.0,447.833344,0.0,0.000497,HTTP
0.0,92.571426,0.0,-0.0,66688.0,0.0,97.408394,52124.3125,961962.0,909837.6875,0.061818,0.184789,0.060876,64.0,0.184789,0.184789,0.0,0.0,0.0,0.0,173.170486,70.35051,1721542656.0,0.184789,14.0,0.0,22183.0,0.0,62.0,31872.0,33.0,19.0,0.184789,1296.0,23479.0,1167.526367,0.0,0.000942,HTTP
