TcpRtt_Greater,TcpRtt_Equal,TcpRtt_Smaller,class,label
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,1,0,HTTP,13
0,0,1,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
1,0,0,HTTP,13
0,1,0,HTTP,13
1,0,0,HTTP,13
0,0,1,HTTP,13
